filename	acq_time
anat/sub-24573_ses-2_rec-defaced_run-1_T1w.nii.gz	1937-05-18T15:27:00
anat/sub-24573_ses-2_rec-defaced_run-1_T2w.nii.gz	1937-05-18T15:38:04
fmap/sub-24573_ses-2_acq-MBME_dir-matching_run-1_epi.nii.gz	1937-05-18T14:58:31
fmap/sub-24573_ses-2_acq-MBME_dir-opposite_run-1_epi.nii.gz	1937-05-18T14:59:46
fmap/sub-24573_ses-2_dir-opposite_run-1_epi.nii.gz	1937-05-18T14:30:29
func/sub-24573_ses-2_task-rest_acq-MBME_run-1_echo-1_bold.nii.gz	1937-05-18T15:00:43
func/sub-24573_ses-2_task-rest_acq-MBME_run-1_echo-2_bold.nii.gz	1937-05-18T15:00:43
func/sub-24573_ses-2_task-rest_acq-MBME_run-1_echo-3_bold.nii.gz	1937-05-18T15:00:43
func/sub-24573_ses-2_task-rest_acq-MBME_run-1_echo-4_bold.nii.gz	1937-05-18T15:00:43
func/sub-24573_ses-2_task-rest_acq-MBME_run-2_echo-1_bold.nii.gz	1937-05-18T15:11:55
func/sub-24573_ses-2_task-rest_acq-MBME_run-2_echo-2_bold.nii.gz	1937-05-18T15:11:55
func/sub-24573_ses-2_task-rest_acq-MBME_run-2_echo-3_bold.nii.gz	1937-05-18T15:11:55
func/sub-24573_ses-2_task-rest_acq-MBME_run-2_echo-4_bold.nii.gz	1937-05-18T15:11:55
func/sub-24573_ses-2_task-rest_acq-MBSE_run-1_bold.nii.gz	1937-05-18T14:31:37
func/sub-24573_ses-2_task-rest_acq-MBSE_run-2_bold.nii.gz	1937-05-18T14:42:32
